key_uid,key_descriptor,key_vocabulary,relationship_type,related_uid,related_descriptor,related_vocabulary
18348396,Upper Peirce Reservoir Park,_Geographics,RT,18348608,Upper Peirce Reservoir,_Geographics
18346135,Upper Pickering Street,_Geographics,UF,18348372,Upper Macao Street,_Geographics
18346135,Upper Pickering Street,_Geographics,BT,18343186,Boat Quay (Subzone),_Geographics
18346135,Upper Pickering Street,_Geographics,BT,18343407,China Square (Subzone),_Geographics
18346135,Upper Pickering Street,_Geographics,BT,18343408,Chinatown,_Geographics
18348136,Upper Seletar Reservoir,_Geographics,UF,18533055,Seletar Reservoir,_Geographics
18348136,Upper Seletar Reservoir,_Geographics,RT,18533261,Upper Seletar Reservoir Park,_Geographics
18533261,Upper Seletar Reservoir Park,_Geographics,RT,18348136,Upper Seletar Reservoir,_Geographics
18343136,Upper Thomson,_Geographics,UF,18343716,Upper Thomson Sub Zone,_Geographics
18343136,Upper Thomson,_Geographics,UF,18343717,Upper Thomson Subzone,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344008,Bright Hill Road,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344009,Capricorn Drive,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344010,Carnation Drive,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344011,Daffodil Drive,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344016,Gladiola Drive,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344017,Island Club Road,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344019,Jalan Angklong,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344020,Jalan Belibas,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344021,Jalan Chegar,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344022,Jalan Chempah,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344023,Jalan Gendang,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344024,Jalan Hari Raya,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344025,Jalan Ikan Merah,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344026,Jalan Isnin,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344027,Jalan Keli,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344028,Jalan Khamis,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344029,Jalan Kuak,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344030,Jalan Lembah Thomson,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344031,Jalan Minggu,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344032,Jalan Pelatina,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344033,Jalan Pemimpin,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344034,Jalan Pintau,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344035,Jalan Rabu,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344036,Jalan Rebana,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344037,Jalan Sembilang,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344038,Jalan Seruling,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344039,Jalan Tambur,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344040,Jalan Terubok,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344041,Jalan Todak,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344042,Jasmine Road,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344043,Jupiter Road,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344044,Leo Drive,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344045,Libra Drive,_Geographics
18343136,Upper Thomson,_Geographics,NT,18345050,Lornie Road,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344046,Lorong Mega,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344047,Lorong Puntong,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344051,Ontario Avenue,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344052,Orchid Drive,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344066,Soo Chow Way,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344067,Taman Permata,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344072,Venus Drive,_Geographics
18343136,Upper Thomson,_Geographics,NT,18344073,Venus Road,_Geographics
18343136,Upper Thomson,_Geographics,BT,18343074,Bishan,_Geographics
18539662,Upside Down Concepts,_Organisations,na,na,na,na
18533187,URA Centre,_GeoBuildings,na,na,na,na
18487958,Urban Redevelopment Authority (Singapore),_Organisations,UF,18526475,URA,_Organisations
18487958,Urban Redevelopment Authority (Singapore),_Organisations,UF,18548903,Urban Redevelopment Authority,_Organisations
18487958,Urban Redevelopment Authority (Singapore),_Organisations,BT,18487922,Singapore. Ministry of National Development,_Organisations
18487958,Urban Redevelopment Authority (Singapore),_Organisations,RT,18584351,Street and Building Names Board,_Organisations
18583757,Urban Xchange (Musical group),_Organisations,RT,18486641,Parking Lot Pimp (Musical group),_Organisations
18589943,UTAC Group,_Organisations,UF,18589944,United Test and Assembly Center Singapore,_Organisations
18591164,Uttamayanmuni Buddhist Temple (Place),_GeoBuildings,UF,18591165,Wat Uttanmayanmuni,_GeoBuildings
18658566,"Uttamram, G.",_People,UF,18658567,G. Uttamram,_People
18658566,"Uttamram, G.",_People,UF,18658568,Ghelabhoy Uttamram,_People
18489950,A Vacant Affair (Musical group),_Organisations,na,na,na,na
18580214,"Vadaketh, Sudhir Thomas‏",_People,UF,18580215,Sudhir Thomas‏ Vadaketh,_People
18564479,"Vadham, Chris",_People,UF,18564480,Chris Vadham,_People
18606112,Vaishnavi Anand,_People,na,na,na,na
18551655,"Vaithilingam, Daisy",_People,UF,18551656,Daisy Vaithilingam,_People
18518479,"Valberg, Lloyd",_People,UF,18556876,Lloyd Oscar Valberg,_People
18518479,"Valberg, Lloyd",_People,UF,18556875,Lloyd Valberg,_People
18518479,"Valberg, Lloyd",_People,RT,18578246,"Schooling, Colin",_People
18518479,"Valberg, Lloyd",_People,RT,18516166,"Schooling, Joseph Isaac",_People
18583299,"Valles, Eric Tinsay",_People,UF,18583300,Eric Tinsay Valles,_People
18583299,"Valles, Eric Tinsay",_People,UF,18583301,"Valles, Eric Tinsay, 1968-",_People
18344278,Valley Road,_Geographics,BT,18343581,Lorong Ah Soo (Subzone),_Geographics
18659836,Valour Primary School,_Organisations,na,na,na,na
18585908,"Van, Amy",_People,UF,18585909,Amy Van,_People
18533188,Van Kleef Aquarium,_GeoBuildings,na,na,na,na
18606973,"Van, Ngoc",_People,UF,18606974,Van Ngoc,_People
18580217,"Van Wyhe, John",_People,UF,18580218,John van Wyhe,_People
18345524,Vanda Avenue,_Geographics,BT,18343772,Hillcrest,_Geographics
18345667,Vanda Crescent,_Geographics,BT,18343772,Hillcrest,_Geographics
18345525,Vanda Drive,_Geographics,BT,18343772,Hillcrest,_Geographics
18345526,Vanda Link,_Geographics,BT,18343765,Swiss Club (Subzone),_Geographics
18345527,Vanda Road,_Geographics,BT,18343772,Hillcrest,_Geographics
18487194,Vanessa-Mae (Violinist),_People,UF,18586460,Vanessa Mae Vanakorn Nicholson,_People
18487194,Vanessa-Mae (Violinist),_People,UF,18594246,Vanessa May Tan Vanakorn,_People
18487194,Vanessa-Mae (Violinist),_People,UF,18586461,Vanessa Vanakorn,_People
18604968,"Varadharajan, A. K.",_People,UF,18604970,A. K. Varadharajan,_People
18604968,"Varadharajan, A. K.",_People,UF,18604969,"Varatarācan̲, A. Ki., 1944-",_People
18517515,"Varathan, S.",_People,UF,18551675,S. Varathan,_People
18517515,"Varathan, S.",_People,UF,18551674,"Varathan, S., 1934-",_People
18489461,Varnish (Musical group),_Organisations,na,na,na,na
18662658,Varsha (Musical group),_Organisations,na,na,na,na
18583154,"Vas, Mahita",_People,UF,18583155,Mahita Vas,_People
18576429,"Vasagar, S. M.",_People,UF,18576430,Subramaniam Manickar Vasagar,_People
18576429,"Vasagar, S. M.",_People,UF,18552109,Vasagar Subramaniam Manickar,_People
18517754,"Vasoo, S.",_People,UF,18614536,S. Vasoo,_People
18517754,"Vasoo, S.",_People,UF,18517757,Sushilan Vasoo,_People
18560303,"Vaughan, J. D.",_People,UF,18560307,J. D. Vaughan,_People
18560303,"Vaughan, J. D.",_People,UF,18560304,Jonas Daniel Vaughan,_People
18560303,"Vaughan, J. D.",_People,UF,18587771,"Vaughan, J. D. (Jonas Daniel), 1825-1891",_People
18344609,Vaughan Road,_Geographics,na,na,na,na
18344279,Veeragoo Close,_Geographics,BT,18343581,Lorong Ah Soo (Subzone),_Geographics
18590591,Veerappan Letchimee,_People,na,na,na,na
18595874,"Veerasamy, N.",_People,UF,18595875,N. Veerasamy,_People
18346217,Veerasamy Road,_Geographics,UF,18348544,Inche Lane,_Geographics
18346217,Veerasamy Road,_Geographics,BT,18345043,Little India,_Geographics
18620225,Vegetarian Society (Singapore),_Organisations,na,na,na,na
18604984,"Velloor, Ravi",_People,UF,18604986,Ravi Velloor,_People
18604984,"Velloor, Ravi",_People,UF,18604985,"Velloor, Ravi, 1958-",_People
18583863,Vellupillai Devadas,_People,na,na,na,na
18576375,"Veloo, K. V.",_People,UF,18576376,K. V. Veloo,_People
18576375,"Veloo, K. V.",_People,UF,18576377,"Krishnasamy, Vethiveloo",_People
18576375,"Veloo, K. V.",_People,UF,18576378,Vethiveloo Krishnasamy,_People
18612355,"Veloso, Martina",_People,UF,18612357,Martina Lindsay P. Veloso,_People
18612355,"Veloso, Martina",_People,UF,18612356,Martina Veloso,_People
18607315,"Ventura, Ronald",_People,UF,18607316,Ronald Ventura,_People
18607315,"Ventura, Ronald",_People,UF,18607317,"Ventura, Ronald, 1973-",_People
18589828,Venture Corporation,_Organisations,Predecessor,18589829,Venture Manufacturing (Singapore),_Organisations
18589829,Venture Manufacturing (Singapore),_Organisations,Successor,18589828,Venture Corporation,_Organisations
18344072,Venus Drive,_Geographics,BT,18343136,Upper Thomson,_Geographics
18344073,Venus Road,_Geographics,BT,18343136,Upper Thomson,_Geographics
18346506,Verde Avenue,_Geographics,BT,18343299,Choa Chu Kang North,_Geographics
18346507,Verde Crescent,_Geographics,BT,18343299,Choa Chu Kang North,_Geographics
18346508,Verde Grove,_Geographics,BT,18343299,Choa Chu Kang North,_Geographics
18346509,Verde Place,_Geographics,BT,18343299,Choa Chu Kang North,_Geographics
18346510,Verde View,_Geographics,BT,18343299,Choa Chu Kang North,_Geographics
18346511,Verde Walk,_Geographics,BT,18343299,Choa Chu Kang North,_Geographics
18346218,Verdun Road,_Geographics,BT,18343807,Lavender,_Geographics
18486787,"Verghese, Reggie",_People,UF,18611959,R. Verghese,_People
18486787,"Verghese, Reggie",_People,UF,18611962,Reg Guitar,_People
18486787,"Verghese, Reggie",_People,UF,18563268,Reggie Verghese,_People
18486787,"Verghese, Reggie",_People,UF,18563269,Reginald Verghese,_People
18344788,Vernon Park,_Geographics,BT,18343688,Joo Seng,_Geographics
18658145,Vertical Submarine (Art collective),_Organisations,na,na,na,na
18658262,Very Special Arts Singapore,_Organisations,na,na,na,na
18580219,"Victor, Suzann",_People,UF,18580220,Suzann Victor,_People
18580219,"Victor, Suzann",_People,UF,18594245,"Victor, Suzann, 1959-",_People
18345401,Victoria,_Geographics,UF,18596042,Victoria Sub Zone,_Geographics
18345401,Victoria,_Geographics,UF,18345402,Victoria Subzone,_Geographics
18345401,Victoria,_Geographics,NT,18346239,Cheng Yan Place,_Geographics
18345401,Victoria,_Geographics,NT,18346182,Lorong Payah,_Geographics
18345401,Victoria,_Geographics,NT,18346183,Middle Road,_Geographics
18345401,Victoria,_Geographics,NT,18346245,New Bugis Street,_Geographics
18345401,Victoria,_Geographics,NT,18346224,Queen Street,_Geographics
18345401,Victoria,_Geographics,NT,18348724,Queen Street Conservation Area,_Geographics
18345401,Victoria,_Geographics,NT,18346184,Rochor Road,_Geographics
18345401,Victoria,_Geographics,NT,18346185,Victoria Street,_Geographics
18345401,Victoria,_Geographics,NT,18346250,Waterloo Street,_Geographics
18345401,Victoria,_Geographics,NT,18348748,Waterloo Street Conservation Area,_Geographics
18345401,Victoria,_Geographics,BT,18343180,Rochor,_Geographics
18348868,Victoria Bridge,_Geographics,na,na,na,na
18533788,Victoria Bridge School,_Organisations,Successor,18488379,Victoria School,_Organisations
18533788,Victoria Bridge School,_Organisations,Predecessor,18533789,Kampong Glam Malay School,_Organisations
18545913,Victoria Chorale (Musical group),_Organisations,na,na,na,na
18537414,Victoria Continuation School,_Organisations,RT,18488251,Beatty Secondary School,_Organisations
18533262,Victoria Dock,_Geographics,na,na,na,na
18488418,Victoria Junior College,_Organisations,na,na,na,na
18344853,Victoria Lane,_Geographics,BT,18345041,Rochor Canal (Subzone),_Geographics
18345631,Victoria Park Close,_Geographics,BT,18343777,Leedon Park (Subzone),_Geographics
18345632,Victoria Park Road,_Geographics,BT,18343779,Farrer Court,_Geographics
18345632,Victoria Park Road,_Geographics,BT,18343777,Leedon Park (Subzone),_Geographics
18488379,Victoria School,_Organisations,UF,18548223,Jalan Besar Boys' School,_Organisations
18488379,Victoria School,_Organisations,Predecessor,18533788,Victoria Bridge School,_Organisations
18346185,Victoria Street,_Geographics,BT,18343891,Bras Basah,_Geographics
18346185,Victoria Street,_Geographics,BT,18343089,Bugis,_Geographics
18346185,Victoria Street,_Geographics,BT,18343091,City Hall (Subzone),_Geographics
18346185,Victoria Street,_Geographics,BT,18345040,Kampong Glam,_Geographics
18346185,Victoria Street,_Geographics,BT,18343807,Lavender,_Geographics
18346185,Victoria Street,_Geographics,BT,18345041,Rochor Canal (Subzone),_Geographics
18346185,Victoria Street,_Geographics,BT,18345401,Victoria,_Geographics
18346185,Victoria Street,_Geographics,RT,18348436,Former CHIJ Conservation Area,_Geographics
18346185,Victoria Street,_Geographics,RT,18348724,Queen Street Conservation Area,_Geographics
18341943,Victoria Theatre and Concert Hall,_GeoBuildings,UF,18532222,Town Hall,_GeoBuildings
18341943,Victoria Theatre and Concert Hall,_GeoBuildings,UF,18532223,Victoria Memorial Hall,_GeoBuildings
18345246,View Road,_Geographics,BT,18343116,Greenwood Park,_Geographics
18662345,View Road Hospital (Place),_GeoBuildings,UF,18662346,View Road Lodge,_GeoBuildings
18593147,Vigilante Corps (Singapore),_Organisations,UF,18593358,Vigilante Corps,_Organisations
18347326,Vigilante Drive,_Geographics,BT,18343394,Kent Ridge (Subzone),_Geographics
18564013,"Vij, Kirpa Ram",_People,UF,18564016,BG (Ret) Kirpa Ram Vij,_People
18564013,"Vij, Kirpa Ram",_People,UF,18564015,Brigadier General Kirpa Ram Vij,_People
18564013,"Vij, Kirpa Ram",_People,UF,18578465,Kirpa Ram Vij (BG) (Retired),_People
18517508,"Vijiaratnam, Arumugam",_People,UF,18583554,A. Vijiaratnam,_People
18517508,"Vijiaratnam, Arumugam",_People,UF,18550754,Arumugam Vijiaratnam,_People
18517508,"Vijiaratnam, Arumugam",_People,UF,18583553,Viji,_People
18346994,Viking Road,_Geographics,na,na,na,na
18517046,Vikram Nair,_People,na,na,na,na
18543551,"Vilasineekul, Jakapan",_People,UF,18605035,Jakapan Vilasineekul,_People
18596021,"Villafuerte, Carlo",_People,UF,18596022,Carlo Villafuerte,_People
18531720,Vimalakirti Buddhist Centre,_Organisations,Predecessor,18338862,Cheng Beng Buddhist Society,_Organisations
18604530,Vimonmarn Khanthachavana,_People,na,na,na,na
18554555,"Vincent, Brother",_People,UF,18576433,Brother Vincent,_People
18554555,"Vincent, Brother",_People,UF,18554557,Guy J. J. Barbe,_People
18554555,"Vincent, Brother",_People,UF,18576432,Guy Joseph Janvier Barbe,_People
18347327,Vista Terrace,_Geographics,BT,18343396,Pasir Panjang 2,_Geographics
18548504,Vital,_Organisations,BT,18339034,Singapore. Ministry of Finance,_Organisations
18608692,"Vo, Van Kiet",_People,UF,18608694,Vo Van Kiet,_People
18608692,"Vo, Van Kiet",_People,UF,18608693,"Võ, Văn Kiệt",_People
18657693,Vocaluptuous (Musical group),_Organisations,na,na,na,na
18339371,Volleyball Association of Singapore,_Organisations,UF,18526492,VAS,_Organisations
18539666,Volunteer Action and Development Centre,_Organisations,UF,18547770,Volunteers Action and Development Centre,_Organisations
18539666,Volunteer Action and Development Centre,_Organisations,RT,18539652,Singapore Council of Social Service,_Organisations
18539666,Volunteer Action and Development Centre,_Organisations,RT,18339045,Singapore. National Council of Social Service,_Organisations
18604572,Vorasit Pomjom,_People,na,na,na,na
18544121,"Vu, Cao Dam",_People,UF,18604121,Vũ Cao Đàm,_People
18544129,"Vu, Dan Tan",_People,UF,18604122,Vu Dan Tan,_People
18604538,"Vu, Thang",_People,UF,18604539,Vu Thang,_People
18339098,W!LD RICE,_Organisations,UF,18339099,Wild Rice Ltd,_Organisations
18592977,Wah Lau Gang (Musical group),_Organisations,na,na,na,na
18556929,Wahid Satay,_People,UF,18556930,A. Wahid,_People
18556929,Wahid Satay,_People,UF,18556931,Abd Wahid Hj Ahmad,_People
18556929,Wahid Satay,_People,UF,18594282,Abdul Wahid bin Haji Ahmad,_People
18533765,Wak Tanjong Mosque (Place),_GeoBuildings,na,na,na,na
18604996,Wakidi (Artist),_People,na,na,na,na
18345863,Wallace Way,_Geographics,BT,18343195,Mount Pleasant,_Geographics
18560869,"Wallich, Nathaniel",_People,UF,18560868,Nathaniel Wallich,_People
18560869,"Wallich, Nathaniel",_People,UF,18560876,"Wallich, N. (Nathaniel), 1786-1854",_People
18542644,"Wan, Eng Kiat",_People,UF,18598737,Wan Eng Kiat,_People
18542644,"Wan, Eng Kiat",_People,UF,18542964,Yun Yingjie,_People
18572564,"Wan, Hong Cheong",_People,UF,18572563,Wan Hong Cheong,_People
18572564,"Wan, Hong Cheong",_People,RT,18533967,"Wan, Soon Bee",_People
18533966,Wan Hussin Zoohri,_People,UF,18566891,"Hussin Zoohri, Wan, 1937-",_People
18533966,Wan Hussin Zoohri,_People,UF,18566890,Wan Hussin bin Haji Zoohri,_People
18578389,"Wan, Kam Fook",_People,UF,18578390,Wan Kam Fook,_People
18605751,"Wan, Lucy",_People,UF,18605752,Lucy Wan,_People
18533967,"Wan, Soon Bee",_People,UF,18610579,Wan Soon Bee,_People
18533967,"Wan, Soon Bee",_People,RT,18572564,"Wan, Hong Cheong",_People
18544132,"Wan, Soon Kam",_People,UF,18612166,Wan Soon Kam,_People
18544132,"Wan, Soon Kam",_People,UF,18612167,"Wang, Chunxin, 1943-",_People
18533618,Wan Tzu School,_Organisations,Successor,18488190,Red Swastika School,_Organisations
18618675,Wanderlust Hotel,_GeoBuildings,na,na,na,na
18556294,"Wandly Yazid, Haji",_People,UF,18556296,Haji Wandly Yazid,_People
18556294,"Wandly Yazid, Haji",_People,UF,18556295,Wandly Yazid (Haji),_People
18578979,"Wang, Chunde",_People,UF,18584120,Wang Chunde,_People
18557210,"Wang, Dayuan",_People,UF,18557212,Huan-chang,_People
18557210,"Wang, Dayuan",_People,UF,18557211,Wang Dayuan,_People
18564806,"Wang, Gungwu",_People,UF,18564808,Wang Gengwu,_People
18564806,"Wang, Gungwu",_People,UF,18564805,Wang Gungwu,_People
18579177,"Wang, Lucien",_People,UF,18455202,Huang Wancheng,_People
18579177,"Wang, Lucien",_People,UF,18579181,Lucien Wang,_People
18579177,"Wang, Lucien",_People,UF,18579184,Lucien Wong Maan Shing,_People
18579177,"Wang, Lucien",_People,UF,18575296,Lucien Wong (Piano teacher),_People
18579177,"Wang, Lucien",_People,UF,18579241,Mrs Lucien Wang,_People
18579177,"Wang, Lucien",_People,UF,18614564,"Wang, Lucien, 1909-2007",_People
18555196,"Wang, Mong Lin",_People,UF,18555195,Wang Mong Lin,_People
18555982,"Wang, Pheck Geok",_People,UF,18555983,Celestina Wang,_People
18555982,"Wang, Pheck Geok",_People,UF,18555981,Wang Pheck Geok,_People
18580228,"Wang, Ruobing",_People,UF,18580229,Wang Ruobing,_People
18541131,"Wang, Sha",_People,UF,18566288,Heng Kin Ching,_People
18541131,"Wang, Sha",_People,UF,18566750,Huang Jinqing,_People
18541131,"Wang, Sha",_People,UF,18579130,Wang Sa,_People
18541131,"Wang, Sha",_People,UF,18566290,Wang Sha,_People
18564816,"Wang, Sui Pick",_People,UF,18564817,Wang Jui-pi,_People
18564816,"Wang, Sui Pick",_People,UF,18564819,"Wang, Ruibi, 1904-1998",_People
18564816,"Wang, Sui Pick",_People,UF,18564814,Wang Sui Pick,_People
18564816,"Wang, Sui Pick",_People,RT,18338575,"Pan, Shou",_People
18591451,"Wang, Xin",_People,UF,18591452,Wang Xin,_People
18583864,"Wang, Yuegu",_People,UF,18583865,Wang Yuegu,_People
18591639,"Wang, Yuzong",_People,UF,18591641,Ong Joo Chong,_People
18591639,"Wang, Yuzong",_People,UF,18591640,Wang Yuzong,_People
18580230,"Wang, Zineng",_People,UF,18580231,Wang Zineng,_People
18580230,"Wang, Zineng",_People,UF,18580233,"Wang, Zineng, 1982-",_People
18348397,War Memorial Park,_Geographics,RT,18576987,Civilian War Memorial,_GeoBuildings
18560670,"Ward, Frank Dorrington",_People,UF,18560669,Frank Dorrington Ward,_People
18589946,Warees Investments,_Organisations,UF,18589948,WAkafREalEState,_Organisations
18589946,Warees Investments,_Organisations,UF,18589947,WAREES,_Organisations
18605150,"Warnjing, Den",_People,UF,18605151,Den Warnjing,_People
18338578,"Warren, Stanley",_People,UF,18550506,Stanley Warren,_People
18338578,"Warren, Stanley",_People,UF,18580234,"Warren, Stanley, 1917-1992",_People
18338665,Waste Management and Recycling Association of Singapore,_Organisations,na,na,na,na
18533191,Wat Ananda Metyarama Thai Buddhist Temple (Place),_GeoBuildings,UF,18533209,Wat Ananda Metyarama Temple (Place),_GeoBuildings
18590702,"Watanabe, Wataru",_People,UF,18590704,"Watanabe, Wataru, -1969",_People
18338666,Water Network,_Organisations,na,na,na,na
18620790,WaterHub,_GeoBuildings,na,na,na,na
18533750,Waterloo Primary School,_Organisations,RT,18488208,Stamford Primary School,_Organisations
18346250,Waterloo Street,_Geographics,UF,18600257,Krishnan kovil sadakku,_Geographics
18346250,Waterloo Street,_Geographics,UF,18600258,Krishnen karil sadakku,_Geographics
18346250,Waterloo Street,_Geographics,UF,18525619,Street of Krishnan Temple,_Geographics
18346250,Waterloo Street,_Geographics,BT,18345401,Victoria,_Geographics
18346250,Waterloo Street,_Geographics,RT,18348748,Waterloo Street Conservation Area,_Geographics
18348748,Waterloo Street Conservation Area,_Geographics,BT,18345401,Victoria,_Geographics
18348748,Waterloo Street Conservation Area,_Geographics,RT,18346250,Waterloo Street,_Geographics
18580235,"Waterson, Roxana",_People,UF,18580236,Roxana Waterson,_People
18343596,Waterway East,_Geographics,UF,18343597,Punggol Riviera Sub Zone,_Geographics
18343596,Waterway East,_Geographics,UF,18343598,Waterway East Subzone,_Geographics
18343596,Waterway East,_Geographics,NT,18344385,Edgedale Plains,_Geographics
18343596,Waterway East,_Geographics,BT,18343133,Punggol,_Geographics
18568542,Waterway Primary School,_Organisations,na,na,na,na
18338668,Waterways Watch Society,_Organisations,na,na,na,na
18502387,"Watson, Eric James",_People,UF,18567749,Eric James Watson,_People
18563847,"Watt, Duncan Gordon",_People,UF,18563848,Duncan Gordon Watt,_People
18563847,"Watt, Duncan Gordon",_People,UF,18590277,Duncan Watt,_People
18606909,"Wayan Atjin Tisna, I",_People,UF,18606910,I Wayan Atjin Tisna,_People
18604311,"Wayan Bendi, I",_People,UF,18604312,I Wayan Bendi,_People
18605509,WBL Corporation,_Organisations,UF,18605513,Wearnes,_Organisations
18605509,WBL Corporation,_Organisations,Predecessor,18559772,Wearne Brothers Limited,_Organisations
18559772,Wearne Brothers Limited,_Organisations,Successor,18605509,WBL Corporation,_Organisations
18338409,"Wee, Adelene Chin Suan",_People,UF,18611972,Adelene Wee Chin Suan,_People
18563295,"Wee, Ann",_People,UF,18618592,Ann E. Wee,_People
18563295,"Wee, Ann",_People,UF,18592401,Ann Elizabeth Wee,_People
18563295,"Wee, Ann",_People,UF,18563296,Ann Wee,_People
18563295,"Wee, Ann",_People,UF,18563301,Ann Wilcox,_People
18563295,"Wee, Ann",_People,RT,18592404,"Wee, Harry Lee",_People
18551154,"Wee, Beng Chong",_People,UF,18557381,Huang Mingzong,_People
18551154,"Wee, Beng Chong",_People,UF,18551155,Wee Beng Chong,_People
18551154,"Wee, Beng Chong",_People,UF,18584446,"Wee, Beng-Chong, 1938-",_People
18661913,"Wee, Beng Geok",_People,UF,18662475,Wee Beng Geok,_People
18661913,"Wee, Beng Geok",_People,UF,18661914,Wee Beng Geok (Dr),_People
18578520,"Wee, Bill Hock Kee",_People,UF,18578522,Bill Wee,_People
18578520,"Wee, Bill Hock Kee",_People,UF,18578521,Bill Wee Hock Kee,_People
18578520,"Wee, Bill Hock Kee",_People,RT,18547219,"Koh, Sok Hiong",_People
18578520,"Wee, Bill Hock Kee",_People,RT,18338395,"Wee, Kim Wee",_People
18605979,"Wee, Bin",_People,UF,18605981,Huang Min,_People
18605979,"Wee, Bin",_People,UF,18605980,Wee Bin,_People
18580237,"Wee, C. J. Wan-ling‏",_People,UF,18580238,C. J. Wee Wan-ling,_People
18544480,"Wee, Cheow Keng",_People,UF,18544481,Wang Shaojing,_People
18544480,"Wee, Cheow Keng",_People,UF,18595948,Wee Cheow Keng,_People
18555395,"Wee, Chin Hock",_People,UF,18555394,Wee Chin Hock,_People
18338627,"Wee, Cho Yaw",_People,UF,18557387,Huang Zuyao,_People
18338627,"Wee, Cho Yaw",_People,UF,18557386,Wee Cho Yaw,_People
18338629,"Wee, Chong Jin",_People,UF,18557388,Huang Zongren,_People
18338629,"Wee, Chong Jin",_People,UF,18552460,Wee Chong Jin,_People
18338629,"Wee, Chong Jin",_People,UF,18568526,"Wee, Chong Jin, 1917-2005",_People
18578906,"Wee, Choon Seng",_People,UF,18578907,Wee Choon Seng,_People
18608703,"Wee, Chow Hou",_People,UF,18608704,Wee Chow Hou,_People
18589378,"Wee, Edmund",_People,UF,18589379,Edmund Wee,_People
18589378,"Wee, Edmund",_People,UF,18589609,"Wee, Edmund, 1952-",_People
18574807,"Wee, Fui Twee",_People,UF,18574808,Wee Fui Twee,_People
18592404,"Wee, Harry Lee",_People,UF,18592405,H. L. Wee,_People
18592404,"Wee, Harry Lee",_People,UF,18592403,Harry Lee Wee,_People
18592404,"Wee, Harry Lee",_People,RT,18563295,"Wee, Ann",_People
18552442,"Wee, Heng Tin",_People,UF,18552443,Wee Heng Tin,_People
18544133,"Wee, Hong Ling",_People,UF,18611973,Wee Hong Ling,_People
18607216,"Wee, Jean",_People,UF,18607217,Jean Wee,_People
18661843,"Wee, Jessie",_People,UF,18661844,Jessie Wee,_People
18573354,"Wee, Jong Dit",_People,UF,18573353,Wee Jong Dit,_People
18338395,"Wee, Kim Wee",_People,UF,18557400,Huang Jinhui,_People
18338395,"Wee, Kim Wee",_People,UF,18557394,Wee Kim Wee,_People
18338395,"Wee, Kim Wee",_People,RT,18547219,"Koh, Sok Hiong",_People
18338395,"Wee, Kim Wee",_People,RT,18578520,"Wee, Bill Hock Kee",_People
18339208,Wee Kim Wee School of Communication and Information,_Organisations,BT,18491528,Nanyang Technological University,_Organisations
18551421,"Wee, Kong Chai",_People,UF,18583259,Huang Guangcai,_People
18551421,"Wee, Kong Chai",_People,UF,18551423,Wee Kong Chai,_People
18553782,"Wee, Laurence Yoke Thong",_People,UF,18553785,Laurence Wee Yoke Thong,_People
18658383,"Wee, Li Lin",_People,na,na,na,na
18586251,"Wee, Lin",_People,UF,18586252,Wee Lin,_People
18590705,"Wee, Mon Cheng",_People,UF,18590706,Wee Mon Cheng,_People
18590705,"Wee, Mon Cheng",_People,UF,18590707,"Wee, Mon-Cheng, 1913-2003",_People
