key_uid,key_descriptor,key_vocabulary,relationship_type,related_uid,related_descriptor,related_vocabulary
18553326,Changhe (Writer),_People,UF,18553325,Chang He,_People
18553326,Changhe (Writer),_People,UF,18577029,Hainan Ke,_People
18553326,Changhe (Writer),_People,UF,18577169,Shan He,_People
18553326,Changhe (Writer),_People,UF,18553329,Tan Suan Poh,_People
18553326,Changhe (Writer),_People,UF,18577032,Tang Li,_People
18553326,Changhe (Writer),_People,UF,18577030,Xia Mu Qing,_People
18553326,Changhe (Writer),_People,UF,18577031,Yi Ming,_People
18343145,Changi,_Geographics,UF,18595841,Changi Planning Area,_Geographics
18343145,Changi,_Geographics,NT,18343652,Changi Airport (Subzone),_Geographics
18343145,Changi,_Geographics,NT,18343651,Changi Point,_Geographics
18343145,Changi,_Geographics,NT,18343653,Changi West,_Geographics
18595566,Changi Air Base (East),_GeoBuildings,RT,18595561,Changi Air Base (West),_GeoBuildings
18595561,Changi Air Base (West),_GeoBuildings,UF,18595562,Changi Air Base,_GeoBuildings
18595561,Changi Air Base (West),_GeoBuildings,UF,18595564,Changi Airfield,_GeoBuildings
18595561,Changi Air Base (West),_GeoBuildings,UF,18595563,RAF Changi,_GeoBuildings
18595561,Changi Air Base (West),_GeoBuildings,RT,18595566,Changi Air Base (East),_GeoBuildings
18603959,Changi Airport Group,_Organisations,NT,18338784,Changi Airports International,_Organisations
18343652,Changi Airport (Subzone),_Geographics,UF,18343955,Changi Airport Sub Zone,_Geographics
18343652,Changi Airport (Subzone),_Geographics,NT,18347547,Airline Road,_Geographics
18343652,Changi Airport (Subzone),_Geographics,NT,18347548,Airport Boulevard,_Geographics
18343652,Changi Airport (Subzone),_Geographics,NT,18347549,Airport Cargo Road,_Geographics
18343652,Changi Airport (Subzone),_Geographics,NT,18347552,Nicoll Drive,_Geographics
18343652,Changi Airport (Subzone),_Geographics,NT,18347553,North Perimeter Road,_Geographics
18343652,Changi Airport (Subzone),_Geographics,NT,18347556,T1 Basement Drive,_Geographics
18343652,Changi Airport (Subzone),_Geographics,NT,18347557,T1 Boulevard,_Geographics
18343652,Changi Airport (Subzone),_Geographics,NT,18347558,T1 Departure Crescent,_Geographics
18343652,Changi Airport (Subzone),_Geographics,NT,18347559,T1 Link East,_Geographics
18343652,Changi Airport (Subzone),_Geographics,NT,18347560,T1 Link West,_Geographics
18343652,Changi Airport (Subzone),_Geographics,NT,18347563,T2 Arrival Drive,_Geographics
18343652,Changi Airport (Subzone),_Geographics,NT,18347564,T2 Basement Drive,_Geographics
18343652,Changi Airport (Subzone),_Geographics,NT,18347565,T2 Boulevard,_Geographics
18343652,Changi Airport (Subzone),_Geographics,NT,18347566,T2 Departure Drive,_Geographics
18343652,Changi Airport (Subzone),_Geographics,NT,18347567,T2 Link North,_Geographics
18343652,Changi Airport (Subzone),_Geographics,NT,18347568,T2 Link South,_Geographics
18343652,Changi Airport (Subzone),_Geographics,NT,18347569,T2 VIP Drive,_Geographics
18343652,Changi Airport (Subzone),_Geographics,BT,18343145,Changi,_Geographics
18343011,Changi Airport Terminal 1,_GeoBuildings,BT,18549390,Singapore Changi Airport,_GeoBuildings
18343010,Changi Airport Terminal 2,_GeoBuildings,BT,18549390,Singapore Changi Airport,_GeoBuildings
18343009,Changi Airport Terminal 3,_GeoBuildings,BT,18549390,Singapore Changi Airport,_GeoBuildings
18594413,Changi Airport Terminal 4,_GeoBuildings,BT,18549390,Singapore Changi Airport,_GeoBuildings
18338784,Changi Airports International,_Organisations,BT,18603959,Changi Airport Group,_Organisations
18343665,Changi Bay,_Geographics,UF,18595840,Changi Bay Planning Area,_Geographics
18348092,Changi Beach Park,_Geographics,na,na,na,na
18344934,Changi Business Park Avenue 1,_Geographics,BT,18343649,Simei,_Geographics
18344934,Changi Business Park Avenue 1,_Geographics,BT,18343650,Xilin,_Geographics
18345017,Changi Business Park Central 1,_Geographics,BT,18343650,Xilin,_Geographics
18345018,Changi Business Park Central 2,_Geographics,BT,18343650,Xilin,_Geographics
18345019,Changi Business Park Crescent,_Geographics,BT,18343650,Xilin,_Geographics
18345020,Changi Business Park Vista,_Geographics,BT,18343650,Xilin,_Geographics
18345022,Changi Coast Walk,_Geographics,BT,18343650,Xilin,_Geographics
18532698,Changi Community Centre (Place),_GeoBuildings,na,na,na,na
18583494,Changi Cottage,_GeoBuildings,na,na,na,na
18348612,Changi Creek,_Geographics,na,na,na,na
18348613,Changi Creek Reservoir,_Geographics,na,na,na,na
18347957,Changi East Way,_Geographics,na,na,na,na
18606151,Changi Exhibition Centre,_GeoBuildings,UF,18606152,Changi International Exhibition & Convention Centre,_GeoBuildings
18594487,Changi Ferry Terminal,_GeoBuildings,na,na,na,na
18526212,Changi Garrison Yacht Club,_Organisations,Successor,18526215,RAF Changi Yacht Club,_Organisations
18571974,Changi General Hospital,_Organisations,BT,18338824,SingHealth,_Organisations
18571974,Changi General Hospital,_Organisations,RT,18593356,Toa Payoh Hospital,_Organisations
18342669,Changi General Hospital (Place),_GeoBuildings,UF,18546305,CGH,_GeoBuildings
18606034,Changi Market,_GeoBuildings,RT,18606035,Joo Chiat Market,_GeoBuildings
18515934,Changi Museum (Place),_GeoBuildings,UF,18515936,Changi Chapel and Museum,_GeoBuildings
18595574,Changi Naval Base,_GeoBuildings,na,na,na,na
18347592,Changi North Crescent,_Geographics,BT,18343653,Changi West,_Geographics
18347593,Changi North Rise,_Geographics,BT,18343653,Changi West,_Geographics
18347594,Changi North Street 1,_Geographics,BT,18343653,Changi West,_Geographics
18347595,Changi North Street 2,_Geographics,BT,18343653,Changi West,_Geographics
18347596,Changi North Way,_Geographics,BT,18343653,Changi West,_Geographics
18343651,Changi Point,_Geographics,NT,18347571,Andover Road,_Geographics
18343651,Changi Point,_Geographics,NT,18347572,Biggin Hill Road,_Geographics
18343651,Changi Point,_Geographics,NT,18348024,Changi Village,_Geographics
18343651,Changi Point,_Geographics,NT,18347575,Fairy Point Hill,_Geographics
18343651,Changi Point,_Geographics,NT,18347577,Halton Road,_Geographics
18343651,Changi Point,_Geographics,NT,18347579,Leuchars Road,_Geographics
18343651,Changi Point,_Geographics,NT,18347580,Lorong Bekukong,_Geographics
18343651,Changi Point,_Geographics,NT,18347581,Loyang Avenue,_Geographics
18343651,Changi Point,_Geographics,NT,18347582,Netheravon Road,_Geographics
18343651,Changi Point,_Geographics,NT,18347552,Nicoll Drive,_Geographics
18343651,Changi Point,_Geographics,NT,18347583,Old Pier Road,_Geographics
18343651,Changi Point,_Geographics,BT,18343145,Changi,_Geographics
18585874,Changi Point Community Centre,_Organisations,na,na,na,na
18343019,Changi Point Ferry Terminal,_GeoBuildings,na,na,na,na
18526205,Changi Prison,_GeoBuildings,UF,18545633,Changi Gaol,_GeoBuildings
18526205,Changi Prison,_GeoBuildings,RT,18342788,Changi Prison Complex,_GeoBuildings
18342788,Changi Prison Complex,_GeoBuildings,RT,18526205,Changi Prison,_GeoBuildings
18347161,Changi Road,_Geographics,BT,18343402,Geylang East,_Geographics
18338669,Changi Sailing Club,_Organisations,Predecessor,18526213,SSC Changi Sailing Club,_Organisations
18345023,Changi South Avenue 1,_Geographics,BT,18343650,Xilin,_Geographics
18345024,Changi South Avenue 2,_Geographics,BT,18343650,Xilin,_Geographics
18345025,Changi South Avenue 3,_Geographics,BT,18343650,Xilin,_Geographics
18345026,Changi South Avenue 4,_Geographics,BT,18343650,Xilin,_Geographics
18345027,Changi South Street 1,_Geographics,BT,18343650,Xilin,_Geographics
18345028,Changi South Street 2,_Geographics,BT,18343650,Xilin,_Geographics
18345029,Changi South Street 3,_Geographics,BT,18343650,Xilin,_Geographics
18348024,Changi Village,_Geographics,BT,18343651,Changi Point,_Geographics
18605963,Changi Village Hawker Centre,_GeoBuildings,na,na,na,na
18607005,Changi Water Reclamation Plant,_GeoBuildings,na,na,na,na
18343653,Changi West,_Geographics,NT,18347587,Abbotsingh Road,_Geographics
18343653,Changi West,_Geographics,NT,18347588,Abingdon Road,_Geographics
18343653,Changi West,_Geographics,NT,18347592,Changi North Crescent,_Geographics
18343653,Changi West,_Geographics,NT,18347593,Changi North Rise,_Geographics
18343653,Changi West,_Geographics,NT,18347594,Changi North Street 1,_Geographics
18343653,Changi West,_Geographics,NT,18347595,Changi North Street 2,_Geographics
18343653,Changi West,_Geographics,NT,18347596,Changi North Way,_Geographics
18343653,Changi West,_Geographics,NT,18347606,Jalan Bena,_Geographics
18343653,Changi West,_Geographics,NT,18347607,Jalan Mayaanam,_Geographics
18343653,Changi West,_Geographics,NT,18347608,Jalan Pernama,_Geographics
18343653,Changi West,_Geographics,NT,18347581,Loyang Avenue,_Geographics
18343653,Changi West,_Geographics,NT,18347610,Northolt Road,_Geographics
18343653,Changi West,_Geographics,NT,18347611,Old Sarum Road,_Geographics
18343653,Changi West,_Geographics,NT,18347618,Upper Changi Road North,_Geographics
18343653,Changi West,_Geographics,BT,18343145,Changi,_Geographics
18532375,Changkat Changi Primary School,_Organisations,Successor,18488084,Changkat Primary School,_Organisations
18488268,Changkat Changi Secondary School,_Organisations,na,na,na,na
18488084,Changkat Primary School,_Organisations,Predecessor,18532375,Changkat Changi Primary School,_Organisations
18338860,Changsan Buddhist Society,_Organisations,na,na,na,na
18591393,Changyao (Poet),_People,UF,18588337,Chang Yao,_People
18591393,Changyao (Poet),_People,UF,18487262,"Changyao, 1944-",_People
18591393,Changyao (Poet),_People,UF,18591404,Chun Wen,_People
18591393,Changyao (Poet),_People,UF,18591405,Gao Zhong,_People
18591393,Changyao (Poet),_People,UF,18591406,Ge Sha,_People
18591393,Changyao (Poet),_People,UF,18591408,Liu Ge,_People
18591393,Changyao (Poet),_People,UF,18591407,Liu Kechuan,_People
18591393,Changyao (Poet),_People,UF,18591409,Liu Sha,_People
18577492,Chankerk (Painter (Art)),_People,UF,18600089,Teh Chankerk,_People
18593322,"Chao, Alexandre",_People,UF,18593323,Alexandre Chao,_People
18593322,"Chao, Alexandre",_People,RT,18338609,"Chao, Tzee Cheng",_People
18539010,Chao Ann Association,_Organisations,UF,18662438,Chao'an hui guan,_Organisations
18576773,"Chao, Hick Tin",_People,UF,18577357,Chao Hick Tin,_People
18576773,"Chao, Hick Tin",_People,RT,18572916,"Chao, Yoke San",_People
18586722,"Chao, Rita",_People,UF,18592343,Ling Yun,_People
18586722,"Chao, Rita",_People,UF,18586723,Rita Chao,_People
18338609,"Chao, Tzee Cheng",_People,UF,18556645,Chao Tzee Cheng,_People
18338609,"Chao, Tzee Cheng",_People,UF,18552179,"Chao Tzee Cheng, Prof",_People
18338609,"Chao, Tzee Cheng",_People,RT,18593322,"Chao, Alexandre",_People
18592013,Chao xi xiao zu (Musical group),_Organisations,UF,18592016,Chaoxi Xiaozu (Musical group),_Organisations
18592013,Chao xi xiao zu (Musical group),_Organisations,UF,18592015,Tide (Musical group),_Organisations
18592013,Chao xi xiao zu (Musical group),_Organisations,UF,18592014,Tides (Musical group),_Organisations
18534334,Chao Yang Special School,_Organisations,RT,18534333,Chaoyang School,_Organisations
18572916,"Chao, Yoke San",_People,UF,18572915,Chao Yoke San,_People
18572916,"Chao, Yoke San",_People,RT,18576773,"Chao, Hick Tin",_People
18572916,"Chao, Yoke San",_People,RT,18533829,"Chau, Sik Ting",_People
18534333,Chaoyang School,_Organisations,RT,18534334,Chao Yang Special School,_Organisations
18534333,Chaoyang School,_Organisations,RT,18534335,Jervois Special School,_Organisations
18345992,Chapel Close,_Geographics,BT,18343655,Katong,_Geographics
18345951,Chapel Road,_Geographics,BT,18343655,Katong,_Geographics
18587921,"Chapman, Spencer",_People,UF,18587924,"Chapman, F. Spencer (Frederick Spencer), 1907-1971",_People
18587921,"Chapman, Spencer",_People,UF,18587926,Freddie Spencer Chapman,_People
18587921,"Chapman, Spencer",_People,UF,18587923,Frederick (Freddie) Spencer Chapman,_People
18587921,"Chapman, Spencer",_People,UF,18587925,Frederick Spencer Chapman,_People
18587921,"Chapman, Spencer",_People,UF,18587922,Spencer Chapman,_People
18338690,Char Yang (Dabu) Lee Chee Association,_Organisations,UF,18525983,Char Yang Lee Chee Association,_Organisations
18338690,Char Yang (Dabu) Lee Chee Association,_Organisations,UF,18539011,Char Yong (Dabu) Lee Chee Association,_Organisations
18338691,Char Yong (Dabu) Association,_Organisations,UF,18525982,"Char Yong Association, Singapore",_Organisations
18338691,Char Yong (Dabu) Association,_Organisations,UF,18548471,"Char Yong (Dabu) Association, Singapore",_Organisations
18338691,Char Yong (Dabu) Association,_Organisations,UF,18590879,Singapore Char Yong (Dabu) Association,_Organisations
18338691,Char Yong (Dabu) Association,_Organisations,UF,18590875,Xinjiapo Chayang Dabu hui guan,_Organisations
18605168,"Chareonsupkul, Kanya",_People,UF,18605169,Kanya Chareonsupkul,_People
18571973,Charity Council,_Organisations,na,na,na,na
18560249,Charles & Keith,_Organisations,na,na,na,na
18662933,"Charles, Belinda",_People,na,na,na,na
18344249,Charlton Lane,_Geographics,BT,18343581,Lorong Ah Soo (Subzone),_Geographics
18533904,Charlton School,_Organisations,UF,18598930,Charlton Primary School,_Organisations
18533904,Charlton School,_Organisations,RT,18534985,Aroozoo School,_Organisations
18533904,Charlton School,_Organisations,RT,18488226,Xinghua Primary School,_Organisations
18657800,Chartered Industries of Singapore,_Organisations,na,na,na,na
18588978,Chartered Semiconductor Manufacturing,_Organisations,na,na,na,na
18586724,"Charteris, Leslie",_People,UF,18602410,"Charteris, Leslie, 1907-1993",_People
18586724,"Charteris, Leslie",_People,UF,18586726,Leslie Charles Bowyer-Yin,_People
18586724,"Charteris, Leslie",_People,UF,18586725,Leslie Charteris,_People
18586724,"Charteris, Leslie",_People,RT,18602406,"Yin, Suat Chuan",_People
18344627,Chartwell Drive,_Geographics,BT,18343644,Serangoon Garden,_Geographics
18607205,"Chase Manhattan Bank, N.A (Singapore)",_Organisations,na,na,na,na
18577242,"Chasen, F. N.",_People,UF,18577246,"Chasen, F. N. (Frederick Nutter), 1896-1942",_People
18577242,"Chasen, F. N.",_People,UF,18577244,F. N. Chasen,_People
18577242,"Chasen, F. N.",_People,UF,18577245,Frederick Nutter Chasen,_People
18343415,Chatsworth,_Geographics,UF,18596088,Chatsworth Sub Zone,_Geographics
18343415,Chatsworth,_Geographics,UF,18343864,Chatsworth Subzone,_Geographics
18343415,Chatsworth,_Geographics,NT,18346255,Chatsworth Avenue,_Geographics
18343415,Chatsworth,_Geographics,NT,18346256,Chatsworth Park,_Geographics
18343415,Chatsworth,_Geographics,NT,18348428,Chatsworth Park Conservation Area,_Geographics
18343415,Chatsworth,_Geographics,NT,18345877,Grange Road,_Geographics
18343415,Chatsworth,_Geographics,NT,18348441,Grange Road Conservation Area,_Geographics
18343415,Chatsworth,_Geographics,NT,18346262,Jalan Mutiara,_Geographics
18343415,Chatsworth,_Geographics,NT,18346266,Jervois Road,_Geographics
18343415,Chatsworth,_Geographics,NT,18346271,Mount Echo Park,_Geographics
18343415,Chatsworth,_Geographics,NT,18346272,Nathan Road,_Geographics
18343415,Chatsworth,_Geographics,NT,18346278,Rochalie Drive,_Geographics
18343415,Chatsworth,_Geographics,NT,18346280,Tanglin Road,_Geographics
18343415,Chatsworth,_Geographics,NT,18346282,Zion Road,_Geographics
18343415,Chatsworth,_Geographics,BT,18343082,Tanglin,_Geographics
18346255,Chatsworth Avenue,_Geographics,BT,18343415,Chatsworth,_Geographics
18346255,Chatsworth Avenue,_Geographics,RT,18348428,Chatsworth Park Conservation Area,_Geographics
18346256,Chatsworth Park,_Geographics,UF,18545844,Davie Road,_Geographics
18346256,Chatsworth Park,_Geographics,BT,18343415,Chatsworth,_Geographics
18346256,Chatsworth Park,_Geographics,RT,18348428,Chatsworth Park Conservation Area,_Geographics
18348428,Chatsworth Park Conservation Area,_Geographics,BT,18343415,Chatsworth,_Geographics
18348428,Chatsworth Park Conservation Area,_Geographics,RT,18346255,Chatsworth Avenue,_Geographics
18348428,Chatsworth Park Conservation Area,_Geographics,RT,18346256,Chatsworth Park,_Geographics
18348428,Chatsworth Park Conservation Area,_Geographics,RT,18346272,Nathan Road,_Geographics
18348428,Chatsworth Park Conservation Area,_Geographics,RT,18346280,Tanglin Road,_Geographics
18533829,"Chau, Sik Ting",_People,UF,18554125,Chau Sik Ting,_People
18533829,"Chau, Sik Ting",_People,UF,18593670,Zhao Xisheng,_People
18533829,"Chau, Sik Ting",_People,RT,18572916,"Chao, Yoke San",_People
18592610,"Chauly, Bernice",_People,UF,18592611,Bernice Chauly,_People
18564895,"Chay, Abigail",_People,UF,18564899,Abigail Chay,_People
18564895,"Chay, Abigail",_People,UF,18564898,Abigail Chay Sheng Ern,_People
18564895,"Chay, Abigail",_People,UF,18600286,Abigail Xie Ji,_People
18564895,"Chay, Abigail",_People,UF,18600285,Caesar Chay Tuck Kwong,_People
18517912,"Chay, Mark Jung Jun",_People,UF,18588295,Mark Chay Jung Jun,_People
18533907,"Chay, Wai Chuen",_People,UF,18553063,Chay Wai Chuen,_People
18583585,"Chay, Weng Yew",_People,UF,18583586,Chay Weng Yew,_People
18347039,Chay Yan Street,_Geographics,BT,18343742,Tiong Bahru,_Geographics
18526027,"Chay, Yew",_People,UF,18590200,Chay Yew,_People
18526027,"Chay, Yew",_People,UF,18532337,Xie Yao,_People
18526027,"Chay, Yew",_People,UF,18600287,"Yew, Chay‏",_People
18580026,Chaz Ali,_People,na,na,na,na
18338861,Che Sen Khor Moral Uplifting Society,_Organisations,na,na,na,na
18565480,"Cheah, Sharon Ui-Hoon",_People,UF,18565481,Sharon Cheah Ui-Hoon,_People
18577493,"Cheah, Sinann",_People,UF,18577495,Cheah,_People
18577493,"Cheah, Sinann",_People,UF,18577494,Cheah Sin Ann,_People
18577493,"Cheah, Sinann",_People,UF,18577497,Cheah Sinann,_People
18577493,"Cheah, Sinann",_People,UF,18577496,Sinann,_People
18607030,"Cheam, Kim Seang",_People,UF,18607031,Cheam Kim Seang,_People
18586090,"Cheang, Hong Lim",_People,UF,18586091,Cheang Hong Lim,_People
18346098,Cheang Hong Lim Place,_Geographics,BT,18343940,Raffles Place (Subzone),_Geographics
18348429,Cheang Jim Chwan Place Conservation Area,_Geographics,RT,18345924,Prinsep Street,_Geographics
18348429,Cheang Jim Chwan Place Conservation Area,_Geographics,RT,18345925,Selegie Road,_Geographics
18346070,Cheang Wan Seng Place,_Geographics,BT,18343940,Raffles Place (Subzone),_Geographics
18580131,Cheating Sons (Musical group),_Organisations,na,na,na,na
18588965,The Checkmates (Musical group),_Organisations,na,na,na,na
18595550,Checkpoint Theatre,_Organisations,na,na,na,na
18658282,"Chee, Benjamin",_People,UF,18658283,Benjamin Chee,_People
18581011,"Chee, Hong Tat",_People,UF,18593863,Chee Hong Tat,_People
18345773,Chee Hoon Avenue,_Geographics,BT,18343194,Dunearn,_Geographics
18589056,Chee Hwan Kog Singapore (Temple),_GeoBuildings,na,na,na,na
18606080,"Chee, Jason",_People,UF,18606082,Chee Weng Fai Jason,_People
18606080,"Chee, Jason",_People,UF,18606081,Jason Chee,_People
18554126,"Chee, Keng Soon, Mrs",_People,UF,18554127,Mrs Chee Keng Soon,_People
18554126,"Chee, Keng Soon, Mrs",_People,UF,18600289,Mrs. K. S. Chee,_People
18554126,"Chee, Keng Soon, Mrs",_People,UF,18600288,Yong Kwek Fong,_People
18554126,"Chee, Keng Soon, Mrs",_People,UF,18554128,Yong Quek Fong,_People
18550533,"Chee, Kong Tet",_People,UF,18550534,Chee Kong Tet,_People
18592281,Chee Leng Lian He Miao (Temple),_GeoBuildings,na,na,na,na
18578545,"Chee, Lionel",_People,UF,18578546,Lionel Chee,_People
18547216,"Chee, Mary Bee Kiang",_People,UF,18581058,Mary Chee Bee Kiang,_People
18547216,"Chee, Mary Bee Kiang",_People,RT,18338513,"Tan, Tony Keng Yam",_People
18338500,"Chee, Soon Juan",_People,UF,18593864,Chee Soon Juan,_People
18338500,"Chee, Soon Juan",_People,UF,18338583,"Chee Soon Juan, Dr",_People
18338500,"Chee, Soon Juan",_People,UF,18338501,Xu Shunquan,_People
18607021,"Chee, Swee Cheng",_People,UF,18607022,Chee Swee Cheng,_People
18338418,"Chee, Swee Lee",_People,UF,18583906,Chee Swee Lee,_People
18601403,"Chee, Teang Why",_People,UF,18601404,Chee Teang Why,_People
18601403,"Chee, Teang Why",_People,UF,18602405,Chee Teang Wye,_People
18601403,"Chee, Teang Why",_People,UF,18602403,Chee Teangwy,_People
18601403,"Chee, Teang Why",_People,UF,18602404,Chee Tiong Why,_People
18589061,Chee Tong Temple (Place),_GeoBuildings,na,na,na,na
18589063,Chek Chai Long Chuen Temple (Place),_GeoBuildings,na,na,na,na
18561297,Chek Jawa,_Geographics,RT,18594527,Chek Jawa Visitor Centre,_GeoBuildings
18594527,Chek Jawa Visitor Centre,_GeoBuildings,UF,18594529,House No. 1,_GeoBuildings
18594527,Chek Jawa Visitor Centre,_GeoBuildings,UF,18594528,No. 1 Pulau Ubin,_GeoBuildings
18594527,Chek Jawa Visitor Centre,_GeoBuildings,RT,18561297,Chek Jawa,_Geographics
18594527,Chek Jawa Visitor Centre,_GeoBuildings,RT,18348167,Pulau Ubin,_Geographics
18589065,Chek Sian Tng (Temple),_GeoBuildings,na,na,na,na
18658480,"Chellam, Raju",_People,UF,18658481,Raju Chellam,_People
18555493,"Chellapah, Wilfred",_People,UF,18555494,Wilfred Chellapah,_People
18541304,"Chelliah, D. D.",_People,UF,18600127,D. D. Chelliah,_People
18541304,"Chelliah, D. D.",_People,UF,18543787,Reverend Devasahayam David Chelliah,_People
18541304,"Chelliah, D. D.",_People,RT,18564088,"Chelliah, Jazmyn",_People
18564088,"Chelliah, Jazmyn",_People,UF,18564090,Jazmyn Chelliah,_People
18564088,"Chelliah, Jazmyn",_People,RT,18541304,"Chelliah, D. D.",_People
18553012,"Chelliah, Tharumaratnam",_People,UF,18553013,Tharumaratnam Chelliah,_People
18348028,Chelsea Village,_Geographics,na,na,na,na
18344772,Chempaka Avenue,_Geographics,BT,18343426,Sennett,_Geographics
18564647,"Chen, Ai Ju",_People,UF,18564648,Chen Ai Ju,_People
18546122,"Chen, Anthony",_People,UF,18588304,Anthony Chen,_People
18546122,"Chen, Anthony",_People,UF,18588306,"Chen, Anthony, 1984-",_People
18546122,"Chen, Anthony",_People,UF,18588302,Chen Zheyi,_People
18533833,"Chen, Bernard Tien Lap",_People,UF,18548374,Bernard Chen Tien Lap,_People
18533833,"Chen, Bernard Tien Lap",_People,UF,18552010,"Chen, Bernard",_People
18554132,"Chen, Betty",_People,UF,18554133,Betty Chen,_People
18587842,"Chen, Bill",_People,UF,18587843,Bill Chen,_People
18587842,"Chen, Bill",_People,UF,18587844,Bill YS Chen,_People
18576383,"Chen, Cheng Mei",_People,UF,18576387,Chen Chan Mei,_People
18576383,"Chen, Cheng Mei",_People,UF,18576385,Chen Cheng Mei,_People
18576383,"Chen, Cheng Mei",_People,UF,18584352,"Chen, Cheng Mei, 1927-",_People
18576383,"Chen, Cheng Mei",_People,UF,18576386,Cheng Cheng Mei,_People
18576383,"Chen, Cheng Mei",_People,UF,18576390,Tan Seah Boey,_People
18576383,"Chen, Cheng Mei",_People,RT,18338524,"Cheong, Soo Pieng",_People
18576383,"Chen, Cheng Mei",_People,RT,18559039,"Lim, Hak Tai",_People
18549894,"Chen, Chong Swee",_People,UF,18556646,Chen Chong Swee,_People
18549894,"Chen, Chong Swee",_People,UF,18558515,Chen Kai,_People
18549894,"Chen, Chong Swee",_People,UF,18558516,"Chen, Zongrui, 1910-1985",_People
18577503,"Chen, Chu Dian",_People,UF,18577504,Chen Chu Dian,_People
18455094,"Chen, Edmund",_People,UF,18487405,"Chen, Zhicai, 1961-",_People
18455094,"Chen, Edmund",_People,UF,18598639,Edmund Chen,_People
18577775,"Chen, Eugene",_People,UF,18577776,Chen Youren,_People
18577775,"Chen, Eugene",_People,UF,18589498,"Chen, Youren, 1878-1944",_People
18577775,"Chen, Eugene",_People,UF,18577778,Eugene Chen,_People
18577775,"Chen, Eugene",_People,UF,18577777,Eugene Chen Youren,_People
18577775,"Chen, Eugene",_People,RT,18338544,"Chen, Georgette",_People
18552757,"Chen, Fan",_People,UF,18552759,Chen Fan,_People
18552757,"Chen, Fan",_People,UF,18600225,"Chen, Fan, 1932-",_People
18552757,"Chen, Fan",_People,UF,18577040,Chen Mu,_People
18552757,"Chen, Fan",_People,UF,18552755,"Chen, Yuanfa, 1932-",_People
18552757,"Chen, Fan",_People,UF,18577038,Duanmu Jun,_People
18552757,"Chen, Fan",_People,UF,18552753,Guan Choon,_People
18552757,"Chen, Fan",_People,UF,18552754,Tan Guan Huat,_People
18552757,"Chen, Fan",_People,UF,18577039,Yun Xiaoke,_People
18583587,"Chen, Feng",_People,UF,18583588,Chen Feng,_People
18552155,"Chen, Francis Chia Kuang",_People,UF,18556224,Francis Chen Chia Kuang,_People
18338544,"Chen, Georgette",_People,UF,18557196,Chang Li Ying,_People
18338544,"Chen, Georgette",_People,UF,18565166,Chang Li-ying,_People
18338544,"Chen, Georgette",_People,UF,18565167,Chang Liying,_People
18338544,"Chen, Georgette",_People,UF,18565164,"Chen, Georgette, 1907-1993",_People
18338544,"Chen, Georgette",_People,UF,18557195,Georgette Chen,_People
18338544,"Chen, Georgette",_People,UF,18598636,Georgette Chen Li Ying,_People
18338544,"Chen, Georgette",_People,UF,18598348,Georgette Liying Chendana Chen,_People
18338544,"Chen, Georgette",_People,RT,18577775,"Chen, Eugene",_People
18543206,"Chen, Henri Kezhan",_People,UF,18576937,"Chen, Kezhan, 1959-",_People
18543206,"Chen, Henri Kezhan",_People,UF,18550319,Henri Chen Kezhan,_People
18543206,"Chen, Henri Kezhan",_People,UF,18550320,Tan Keok Tim,_People
18543206,"Chen, Henri Kezhan",_People,RT,18543474,"Fan, Chang Tien",_People
18543177,"Chen, Jen Hao",_People,UF,18600653,Chen Jen Hao,_People
18543177,"Chen, Jen Hao",_People,UF,18600654,"Chen, Renhao, 1908-1976",_People
18455091,"Chen, Jiaming",_People,UF,18591772,Chen Jiaming,_People
18455091,"Chen, Jiaming",_People,UF,18487414,Tan Kah Beng,_People
18530635,"Chen, John Seow Phun",_People,UF,18533420,Chen Xiaopeng,_People
18530635,"Chen, John Seow Phun",_People,UF,18610594,John Chen Seow Phun,_People
18533830,"Chen, Kenneth Koon Lap",_People,UF,18552373,Chen Koon Lap,_People
18533830,"Chen, Kenneth Koon Lap",_People,UF,18552374,Kenneth Chen Koon Lap,_People
18661958,"Chen, Kirstin",_People,UF,18661959,Kirstin Chen,_People
18592443,"Chen, Kray",_People,UF,18592444,Kray Chen,_People
18592443,"Chen, Kray",_People,UF,18592445,Kray Chen Kerui,_People
18531382,Chen Li Kindergarten,_Organisations,na,na,na,na
18580307,Chen Li Presbyterian Church,_Organisations,UF,18541944,Chen Li Church (Guillemard Road),_Organisations
18586278,Chen Li Presbyterian Church (Place),_GeoBuildings,na,na,na,na
18602564,"Chen, Linda Mong Hock",_People,UF,18602565,Linda Chen Mong Hock,_People
18602564,"Chen, Linda Mong Hock",_People,RT,18553261,"Tan, Seng Huat",_People
18587927,"Chen, Louis H. Y.",_People,UF,18587928,Louis Chen H. Y.,_People
18587927,"Chen, Louis H. Y.",_People,UF,18587930,Louis Chen Hsiao Yun,_People
18587927,"Chen, Louis H. Y.",_People,UF,18587929,Louis Hsiao Yun,_People
18554150,"Chen, Lucy",_People,UF,18572060,Lucy Chen,_People
18554150,"Chen, Lucy",_People,UF,18572058,Lucy Lim Seok Hui,_People
18554150,"Chen, Lucy",_People,RT,18536815,"Lim, Chong Pang",_People
18555223,"Chen, Mong Chea",_People,UF,18555222,Chen Mong Chea,_People
18593529,"Chen, Peter Ho",_People,UF,18593534,Chan Hau,_People
